Group,Country,Shipper Name,Shipper Address,Location Index,Name Confidence,Address Confidence,Overall Similarity,False Positive
86.0,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUN XI ROAD HEFEICN ,96,100.0,88.52459016393442,95.01069137562367,No
86.0,CN,A H A INTERNATIONAL CO LTD, JINAN MANSION 306 TUNXI RD HEFEI ANHUI ,96,100.0,88.52459016393442,95.01069137562367,No
87.0,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-141017 GSTIN 03AABHH2695M1Z4 ,97,100.0,75.0,89.1304347826087,No
87.0,IN,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL G T ROAD LUDHIANA-1 ,97,100.0,88.09523809523809,94.824016563147,No
87.0,SG,A H EXPORT PLOT, NO 12 JUGIANA NEAR BARNALA INTERNATIONAL GT ROAD ,97,100.0,88.09523809523809,94.824016563147,No
,DE,A H MEYER MASCHINENFABRIK GMBH,AM BAHNHOF 54 27239 TWISTRINGEN GERMANY ,-1,,,,
,PK,A H TEXTILE,15/5 SECTOR 12-C NORTH KARACHI INDUSTRIAL AREA KARACHI PAKISTAN ,98,77.77777777777779,63.793103448275865,71.69748459103782,No
,BE,A HARTRODT DENMARK A/S,GRONLANDSVEJ 5 8660 SKANDERBORG DENMARK ,-1,,,,
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,2 AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,99,100.0,94.01709401709401,97.39873652917132,No
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR VON BRUNS STRASSE 17 ,99,100.0,91.93548387096774,96.4936886395512,No
88.0,DE,A HARTRODT DEUTSCHLAND GMBH&CO KG,20097 HAMBURG AS AGENT FOR: AGCO INTERNATIONAL GMBH VICTOR-VON-BRUNS STRASSE 17 ,99,100.0,91.93548387096774,96.4936886395512,No
,GR,A HARTRODT GREECE SA,CHARILAOU TRIKOUPI 6 185 36 PIRAEUS GREECE ,-1,,,,
,ES,A HARTRODT ITALIANA S U R L,VIA GUALCO 68F 16165 GENOVA ITALY ,-1,,,,
,MX,A HARTRODT MEXICO S A DE C V, AV INSURGENTES SUR NO 800- 9 COL BENITO JUAREZ CMX 03100 MEXICO ,100,88.88888888888889,68.37606837606837,79.97027127461911,No
,MX,A HARTRODT MEXICO SA DE CV, AV INSURGENTES SUR 800 P 9 COL DEL LLE BENITO JUAREZ 03100 CIUDAD DE MICO RFC AHM0810275D8 CTC MARIA PINE ,100,88.88888888888889,68.37606837606837,79.97027127461911,No
,NL,A HARTRODT NEDERLAND B V,RIETDEKKERSTRAAT 8 RIDDERKERK ZH 2980 BM NETHERLANDS ,-1,,,,
,PT,A HARTRODT PORTUGAL UNIPESSOAL LDA,RUA DA BOTICA 252 2 D MOREIRA DA MAIA PORTUGAL ,-1,,,,
,JP,A HARTRODT TURKEY LOJISTIK LTD,STI OSMANAGA MAH DEREGAZINOSU SOK NO 17 D:8 34714 KADIKOY ISTANBUL 3 18 TURKEY ,-1,,,,
,GR,A HATZOPOULOS SA,ARKADIOU 19 ST ,-1,,,,
,TW,A HENG ENTERPROSE CO LTD, NO 42 ZHONGXING 1ST ST LUZHU SHIA TAOYUAN COUNTY 338 TAOYUAN TAIWAN ,-1,,,,
,DE,A HITSCHER & SOHN GMBH,INDUSTRIES 36-40 ,-1,,,,
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 RICHMOND BC V6X2T1 C A ,101,100.0,92.5925925925926,96.77938808373592,No
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X 2T1 CA ,101,100.0,89.65517241379311,95.50224887556223,No
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6V 1N6 CA ,101,100.0,86.20689655172413,94.00299850074963,No
89.0,CA,A HQ LOGISTICS INC, 160-2268 NO 5 ROAD RICHMOND BC V6X2T1 CA ,101,100.0,86.20689655172413,94.00299850074963,No
,VN,A HWA TRADE CO LTD, #1602 102DONG 175 GILJUNAM-RO BU PYEONG-GU INCHEON KOREA ,-1,,,,
,TH,A I 2012 CO LTD, 81/4-5 MOO 2 RAMA 2 RD BANGNUMJEAD ,-1,,,,
,SG,A I LEATHER 18/D TOPSIA, ROAD KOLKATA 700039 WESTBENGAL INDIA ,-1,,,,
,DE,A I M ALL IN METAL GMBH,AM LEUCHTENBAU 5 ,-1,,,,
,AN,A I M ALL IN METALL GMBH,STEINBEISSTR 6 MARKGROENINGEN 71706 DE ,-1,,,,
,DE,A I M ALLES IM METALL GMBH,STEINBEISSTRASSE 6 ,-1,,,,
,TW,A I M Y CO LTD, NO 395 SEC 1 LINSEN RD 6F -10 EAST DIST 71051 TW ,-1,,,,
,ES,A I O TRADE CO UK LTD,26 TENBY ROAD MOSELEY BIRMINGHAM ,-1,,,,
90.0,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 BAC NINH 16000 VN ,-1,,,,
90.0,VN,A I S VIETNAM CO LTD, NO 9 ROAD 11 TU SON 16000 VN ,-1,,,,
,DE,A I T METALLBEARBEITUNG,LANGE STRASSE 24 72275 ALPIRSBACH ,-1,,,,
,TH,A J & R HOLDINGS CO LTD, 788 MOO 2 AMPHUR MUENG 10280 TH ,-1,,,,
,JM,A J BARNED & SONS LTD,AS AGENTS FOR EMANUEK PETRUT-TRANDAFIR 78-80 BARBICAN ROAD TH 26 KINGSTON 6 JAMAICA W I ,-1,,,,
,JM,A J BARNED & SONSLTD AS AGENT FOR EASISPICE MANUFACTURERS LTD,1 GREAT GEORGE STREET SAVANNA LA MAR WESTMORELAND JAMAICA ,-1,,,,
,CA,A J CARIB SHIPPING,93 QUANTRELL TRAIL ,-1,,,,
,PT,A J COSTA IRMAOS LDA,ESTRADA DAS LIGEIRAS LOTE 10 CACEM 11 2735-337 PORTUGAL ,-1,,,,
,ES,A J MAURITZEN & CO LTD, 90 QUEEN STREET PORT OF SPAIN TRINIDAD FOR DEISE MONTEIRO BARROS ,-1,,,,
,TH,A J PLAST PUBLIC CO LTD, 95 THAKARM ROAD SAMAEDAM BANGKHUNTIEN BANGKOK 10150 THAILAND TEL : +662 415-0035 FAX ,-1,,,,
91.0,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,62,100.0,100.0,100.00000000000001,No
91.0,VN,A J VIETNAM CO LTD, LOT NO 47-10 N16 STREET PHUOC DON PHUOC DONG COMMUNE GO DAU DISTRICT ,62,93.33333333333333,74.28571428571429,85.05175983436854,No
91.0,VN,A J VIETNAM CO LTD,CENTURY DISTRIBUTION SYSTEMS INC ON BEHALF OF A J VIETNAM CO LTD LOT NO 47-10 N16 STREET PHUOC DONG IND PARK PHUOC DONG COMMUNE GO DAU,62,100.0,68.96551724137932,86.50674662668666,No
92.0,TW,A JATE STEEL CO LTD, 5F 2 395 SEC 1 LIN SEN RD TAINAN TW ,-1,,,,
92.0,TW,A JATE STEEL CO LTD, 5F -2 NO 395 SEC 1 LIN-SEN RD EAST DIST ,-1,,,,
93.0,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN D TAICHUNG TAICHUNG 40679 TAIWAN ,102,100.0,77.27272727272727,90.11857707509881,No
93.0,CN,A JAX INTERNATIONAL CO LTD, NO 68 55TH LANE DAFU ROAD BEITUN DISTRICT 40679 TAICHUNG TW ,102,100.0,77.27272727272727,90.11857707509881,No
,CN,A JAY TRADERM2003,20/F SOUTH TOWER PLAZA #437 DONGFENG ZHONG RD YUEXIU DIST GUANGZHOU,-1,,,,
,TW,A JOHN ENTERPRISE CO LTD, FL 5 NO 8 SEC 1 CHUNG HSING RD WUGU DIST ,-1,,,,
,DO,A K AGROINDUSTRIAL SRL, 3038 NW NORTH RIVER DRIVE ,-1,,,,
,IN,A K GARMENTS, NO 2/343 1 SRC NAGAR GANAPATHIPALAYAM PO ,-1,,,,
,IN,A K HANDICRAFT,A-132 NEW SEELAMPUR ,-1,,,,
94.0,BD,A K M KNIT WEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA-1340 BANGLADESH ,103,100.0,73.23943661971832,88.36497244335581,No
94.0,BD,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR DHAKA DHAKA BANGLADESH ,103,100.0,72.22222222222221,87.92270531400968,No
94.0,LK,A K M KNITWEAR LTD,14 GEDDA KARNAPARA ULAIL SAVAR ,103,100.0,72.22222222222221,87.92270531400968,No
,IN,A K R EXPORT,34-O A RAMASAMY STREET GANDHI NAGAR ERODE - 638009 INDIA,-1,,,,
,SE,A K S SNICKERI AB,HALLSTORP 21 OXABACK 511 95 SE ,-1,,,,
95.0,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD MINHANG SHANGHAI CHINA 201114 ,104,100.0,84.44444444444444,93.23671497584543,No
95.0,CN,A K STAMPING SHANGHAI COMPANY INC, 789 PUXING ROAD SHANGHAI CHINA 201114 ,104,100.0,84.44444444444444,93.23671497584543,No
,DE,A KAYSER AUTOMOTIVE SYSTEMS GMBH,HULLERSER LANDSTR 43 EINBECK 37574 DE ,-1,,,,
96.0,TW,A KRAFT TOOLS MANUFACTURING CO LT, D NO 21-1 LANE 557 JHONG JHENG RD 1 F WUFENG DIST 41359 TW ,105,95.83333333333334,67.64705882352942,83.57843137254903,No
96.0,TW,A KRAFT TOOLS MANUFACTURING CO LTD, NO 21 1 LANE 557 ZHONGZHENG RD WUFENG DIST ,105,95.83333333333334,67.64705882352942,83.57843137254903,No
,JP,A KUARTET GIDA PAZARLAMA IC VE DIS,MANSUROGLU MAH ANKARA CAD NO:81/4 BAYRAKLI 35 35000 TURKIYE ,-1,,,,
,IT,A L B A SRL, 87/R VIA BORZOLI GENOVA GE GE 16153 IT ,-1,,,,
,IT,A L B SPA,LOCALITA MONTE DI DEU ,-1,,,,
,IN,A L COLDFORGE PVT LTD, E 23 FOCAL POINT PHASE IV LUDHIANA 141010 PUNJAB INDIA ,-1,,,,
97.0,GP,A L F UNO S P A,VIA SAN PIO X 17 FRANCENIGO DI GAIARINE 31018 TREVISO TV ITALY ,106,66.66666666666667,87.5,75.72463768115944,No
97.0,FR,A L F UNO S P A,VIA SAN PIO X 17 ,-1,,,,
97.0,FR,A L F UNO SPA,VIA S PIO X 17 31010 FRANCENIGO DI GAIARINE TV ITALY ,106,100.0,100.0,100.00000000000001,No
,FR,A L F UNO SPA,ITALY 31010 FRANCENIGO DI GAIARINE TV VIA S PIO X 17 ,106,100.0,100.0,100.00000000000001,No
,CN,A L GLOBAL TRADE CO LTD,UNIT 2505 25F THE SUNS GROUP CENTRENO 200 GLOUCESTER ROAD WANCHAI HONG KONG 999077 ,63,95.65217391304348,70.9090909090909,84.89431173741194,No
,IT,A L I DI LIVINIO CORRADI,AEREOMARE LOGISTICA INTERNAZIONALE VIA ASMARA 3/C CARGO VILLAGE 56121 - PISA ,-1,,,,
,IN,A L PAPER HOUSE LLP NEAR TEMPO STAND SHIKARPURA, ROAD SHANGANER ,-1,,,,
,IN,A L PAPER HOUSE LLP SANGANER NEAR TEMPO STAND SHIKARPURA, ROAD 302029 JAIPUR IN ,-1,,,,
,DE,A LANDERER GMBH & CO,KG HEINZ-LANDERER-STRASSE 1 ,-1,,,,
,CO,A LAUMAYER & CA EXPORTADORES DE CAF E S A,C ARRERA 64D 103FF 24 B ELLO C O ,107,82.14285714285714,60.71428571428572,72.82608695652175,No
98.0,CO,A LAUMAYER & CIA EXPORTADORES,DE CAFE SA NIT 890 900 115-1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,108,86.79245283018868,67.3913043478261,78.35717088133539,No
98.0,CO,A LAUMAYER CIA EXPORTADORES DE,CAFE SA NIT 890 900 115 1 CARRERA 64D NUMERO 103FF-24 PHONE:2671647 FAX:4380973 ,108,92.5925925925926,64.44444444444444,80.35426731078907,No
98.0,CO,A LAUMAYER Y CIA EXPORTADORES DECAFE S A,S NIT - 890 900 115-1CRA64D NO 103FF-24 TEL 2671647FAX 4380973 MEDELLIN - COLOMBIA ,108,80.70175438596492,60.24096385542168,71.80575850312005,No
,CO,A LAUMAYER Y COMPANIA EXPORTADORES,CARRERA 64D 103 FF 24 MEDELLIN ANT 050023 COLOMBIA ,108,80.70175438596492,60.24096385542168,71.80575850312005,No
99.0,CN,A LIFE ARTS & CRAFTS, RM 803 CHEVALIER HOUSE 45-51 CHATHAM RD SOUTH ,109,100.0,76.66666666666666,89.85507246376812,No
99.0,CN,A LIFE ARTS & CRAFTS CO LTD, RM 803 CHEVALIER HOUSE 45-51 HONG KONG 999077 HK ,109,100.0,76.66666666666666,89.85507246376812,No
,CA,A LINE GREETING CARDS,30 SINCLAIR BLVD ,-1,,,,
,CN,A LITE INDUSTRIAL CO LTD, NO 13 BOAI ROAD HENGJIANG DANZAO TOWN NANHAI DISTRICT FOSHAN CITY GUANGDONG CHINA POST CODE 528216 ,-1,,,,
,IT,A M A SPA,VIA PUCCINI 28 ,24,75.0,64.28571428571428,70.3416149068323,No
,BR,A M C TEXTIL LTDA, RODOVIA ANTONIO HEIL KM 5 ITAIPAVA CNPJ 75 364 570 000755 ,-1,,,,
100.0,NL,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,110,100.0,100.0,100.00000000000001,No
100.0,IT,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,110,100.0,100.0,100.00000000000001,No
100.0,GB,A M CARGO BARCELONA SL,A206 TERMINAL CARGA AEROPUERTO EL PRAT DE LLOBREGAT 08820 ,110,100.0,100.0,100.00000000000001,No
,PT,A M DE ALMEIDA E SILVA & FILHO LD,RUA DONA MATILDE 14 ,-1,,,,
,IT,A M GEARS SRL, VIA TUBERTINI 10 40054 BUDRIO BO ,-1,,,,
,IN,A M GLASS INTERNATIONAL OPP RASNA TALKIES BARI KA NAGLA BY PASS, ROAD ,-1,,,,
,IL,A M HAEMEK SNACKS LTD,1 HASHAMISH STREET MIGDAL HAEMEK 2310002 IL ,-1,,,,
,IL,A M HATIFAY HAEMEK LTD,SAGI 2000 INDUSTRIAL PARK MIGDAL HAEMEK 3658400 IL ,-1,,,,
,PT,A M J GALOS LDA,RUA RAINHA SANTA ISABEL N 300 GALEGOS SANTA MARIA SANTA MARIA PA ,-1,,,,
,SA,A M J GENERAL TRADE LLC,OFFICE NO 01 1ST FLOOR SHOP NO 36 FRUITS AND VEGETABLE MARKET AL AWEER DUBAI U A E P O BOX 6010 T +971 4 547 6899/+971 54 350 500 ,-1,,,,
101.0,PK,A M MERCHANDISING PVT LTD, PLOT NO:H-160 Z-60 & Z-61 SITE PHASE II SUPER HIGHWAY MALIR GADAP ,111,100.0,86.95652173913044,94.32892249527411,No
101.0,PK,A M MERCHANDISING PVT LTD, PLOT NO H 160 Z 60 AND Z 61 SITE PHASE II SUPER HIGHWAY MALIR ,111,100.0,86.95652173913044,94.32892249527411,No
102.0,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,112,76.92307692307692,100.0,86.95652173913044,No
102.0,PK,A MAJEED AND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,112,76.92307692307692,100.0,86.95652173913044,No
102.0,PK,A MAJEED ANDSONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PKPK,112,69.23076923076923,100.0,82.60869565217392,No
102.0,PK,A MAJEEDAND SONS D,264 K D A SCHEME NO 1 KARACHI PAKISTAN KARACHI PK PK,112,76.92307692307692,100.0,86.95652173913044,No
,DE,A MANNESMANN MASCHINENFABRIK GMBH BLIEDINGHAUSER, STR 27 ,-1,,,,
103.0,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH RD FENG YUAN CITY TAIWAN 420 ,113,100.0,86.74698795180723,94.23782084861185,No
103.0,CN,A MAX INC,NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN CITY TAIWAN 420 ,113,100.0,86.74698795180723,94.23782084861185,No
103.0,CN,A MAX INC, NO 52 LANE 480 SEC 2 FENG SHIH ROAD FENG YUAN YUAN 33548 TW ,113,100.0,86.74698795180723,94.23782084861185,No
103.0,CN,A MAX INC, NO 52 LANE 480 SEC 2 TWTXG 99999 TW ,-1,,,,
,IL,A MESHI COSMETIC INDUSTRIES, SHIMON HBURSKAI 8 BAT YAM 57504 IL ,-1,,,,
,CN,A MODE LIMITED, ROOM 2005 20 F LAURELS INDUSTRIAL CENTRE 32 TAI YAU STREET SAN PO KONGKOWLOON HONG KONG ,-1,,,,
104.0,AU,A N COOKE MANUFACTURING CO PTY LTD, 53 SHEEHAN ROAD HEIDELBERG WEST VIC 3081 AU ,114,68.75,95.38461538461537,80.33026755852842,No
104.0,AU,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU ,114,100.0,100.0,100.00000000000001,No
104.0,EH,A N COOKE MFG CO PTY LTD, 53 SHEEHAN RD HEIDELBERG WEST 3081 AU ,114,100.0,100.0,100.00000000000001,No
,IN,A N G EXPORT,70 73 SEC-29 PART-II HUDA PANIPAT-132104 ,-1,,,,
105.0,HK,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR ,115,100.0,100.0,100.00000000000001,No
105.0,na,A N INTERNATIONAL SHOP, NO 85F SARASWATI VIHAR ,115,100.0,100.0,100.00000000000001,No
,PK,A N LEATHER GLOVES TRADE DOBURJI MALLIAN DASKA, ROAD SIALKOT PB 51310 PAKISTAN ,-1,,,,
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN, STREET MASJID EAST ,116,98.0392156862745,100.0,98.89173060528559,No
,IN,A N S 127/C VARDHAMAN CHAMBER KALYAN,DHL ISC O/B A N S 127/C VARDHAMAN CHAMBER KALYAN STREET MASJID EAST MUMBAI - 400 009 INDIA --,-1,,,,
,HK,A N S 127/C VARDHMAN CHAMBER KALYAN, STREET MASJID EAST ,116,98.0392156862745,100.0,98.89173060528559,No
106.0,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE LAHORE PK ,117,100.0,76.92307692307692,89.96655518394648,No
106.0,PK,A N SOURCING ANGORA TEXTILE MILLS 15KM SHAHPUR MULTAN, ROAD LAHORE PK ,117,100.0,76.92307692307692,89.96655518394648,No
,PK,A N T GLOVES INTERNATIONAL BUTT, ROAD SHAHAB PURA SIALKOT-PAKISTAN ,-1,,,,
,TW,A O K INDUSTRIAL CORP, TAIPEI WORLD TRADE CENTER 4F-16 NO 5 SEC 5 SHIN-I ROAD TAIPEI TAIWAN ,-1,,,,
,TW,A O KINGDOM INTERNATIONAL CO LTD, NO 101 SHENNONG RD CHANGZHI TOWNSHIP PINGTUNG COUNTY TAIWAN TEL:+886-7-5538466 ; FAX:+886-7-5229016 ,-1,,,,
,CN,A O SMITH CHINA ENVIRONMENTAL P,66 LIXING ROAD LISHUI ECONOMIC DEV,-1,,,,
,CN,A ONE CHINA CO LTD, RM 19C LOCKHART CTR 301-307 LOCKHART RD WAN CHAI HONG KONG HKG ,-1,,,,
,CN,A ONE GROUP,HOLDINGS LTD 12/F HENLEY BUILDING SUITE NO 76 26 5 QUEEN S ROAD CENTRAL CENTRAL ,-1,,,,
,PK,A ONE TEXTILE & TOWEL INDUSTRIES B,43 ESTATE AVENUE S I T E KARACHI PAKISTAN,-1,,,,
,CN,A ONE TOYS CO LTD, ROOM 407 4/F LIPPO SUN PLAZA 28 C ANTON ROAD TSIM SHA TSUI KOWLOON HONGKONG ,-1,,,,
107.0,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66 HUANGBI AN SOUTH RD GUANGDONG CHINA ,118,100.0,83.9506172839506,93.02200751476114,No
107.0,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66HUANGBIAN SOUTH RD HELONG ST BAIYUN DISTRICT GUANGZHOU CHINA ,118,100.0,62.13592233009708,83.53735753482482,No
107.0,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 68 HUANGBIASHANGHAI CHINA ,118,100.0,77.77777777777779,90.33816425120773,No
107.0,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66HUANGBIA N SOUTH RD HELONG STBAIYUN DISTRICTGUANGZHOU CHINA ,118,100.0,62.745098039215684,83.80221653878944,No
107.0,CN,A ONE TRADERS CO LTD, ROOM A215 BUILDING A NO 66 HUANGBIAN SOUTH RD ,118,100.0,62.745098039215684,83.80221653878944,No
,IT,A P A C SRL, VIA DELL ARTIGIANATO 54 36045 LONIGO 34 IT ,-1,,,,
,TH,A P FROZEN FOODS CO LTD, 21/49 50 THAI WAH TOWER 17TH FLOOR SOUTH SATHORN ROAD THUNGMAHAMEK SATHORN BANGKOK ,-1,,,,
,IL,A P I CHURI DISTRIBUTION LTD,2 HAPRAT YAVNE M 81227 ISRAEL ,-1,,,,
,IT,A P I S R L, VIA CAMILLO HAYECH 6 ,-1,,,,
,GU,A P SHIPPING CORP,1900 INWOOD DRIVE FORT WAYNE IN 46815 ,-1,,,,
,TH,A P V INTERTRADE CO LTD, 1111/59 BANKRANGMUANG LADPRAO RD CHANKASEM CHATUCHAK BANGKOK 10900 THAILAND 10900 ,74,66.66666666666667,58.015267175572525,62.905188627060525,No
,HK,A PARTNER LIMITED, UNIT 1205 MILLENNIUM CITY 3 370 KWUN TONG ROAD KWUN TONG HONG KONG ,-1,,,,
,CN,A PEACH CHINA, RM C211-C215 BLDG 2 NO 18 JINOU EAST RD CHEN BIAN CUN NANCUN PANYU GUANG ZHOU CHINA ,119,100.0,86.79245283018868,94.25758818703856,No
,CN,A PEACH CHINA, RM C211-C215 BLDG 2 NO 18 JINOU EAST RD CHEN BIAN CUN NANCUN ,119,100.0,86.79245283018868,94.25758818703856,No
,DE,A PETERSEN COLLECTION & CRAFT APS,KLOEVERMARKSVEJ 70 AMAGER ,-1,,,,
108.0,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI 20230 THAILAND TEL NO 0-3834-00 75-8 TAX ID 02055470123 20230 ,120,100.0,77.41935483870968,90.18232819074335,No
108.0,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI CHONBURI 20230 TH ,120,100.0,90.0,95.65217391304348,No
108.0,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI 20230 THAILAND CHONBURI 20230 TH ,120,100.0,90.0,95.65217391304348,No
,GB,A PLACE IN THE GARDEN LTD,AVERYS BOLNEY ROAD COWFOLD ,-1,,,,
109.0,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR SANGKAT CHOAMCH AO KHAN POSENCHEY PHNOM PENH CAM BODIA 855 ,121,100.0,61.702127659574465,83.34875115633673,No
109.0,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR SANGKAT CHOAM CH KHAN PORSENCHEY PHNOM PENH KINGDOM ,121,100.0,65.1685393258427,84.85588666340988,No
109.0,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR KHAN POSENCHEY KH ,121,100.0,65.1685393258427,84.85588666340988,No
,IT,A PLUS AUTOMATION SRL, VIA SELVA 23 25 FORLI 47122 IT ,-1,,,,
,CN,A PLUS BOTTLE CO LTD, 81 ZHENNAN ROAD YINZHOU DISTRICT NINGBO CN ,-1,,,,
,NO,A PLUS CO LTD, WARD 2 BINH THACH HAMLET BINH HOA COMMUNE VINH CUU DIST ,-1,,,,
110.0,SG,A PLUS INDUSTRIES LTD,PLOT NO-28 SECTION-7 MIRPUR DHAKA-1216 BANGLADESH ,122,100.0,68.42105263157895,86.27002288329521,No
110.0,BD,A PLUS INDUSTRIES LTD, PLOT NO 28 SECTION NO 07 MIRPUR DHAKA 1216 BD ,122,100.0,68.42105263157895,86.27002288329521,No
111.0,IN,A PLUS OVERSEAS PLOT, NO 361 AND 362 SECTOR 29 PART-2 HUDA PANIPAT-132103 HARYANA INDIA ,123,100.0,94.25287356321839,97.50124937531234,No
111.0,IN,A PLUS OVERSEAS PLOT, NO 361 AND 362 SECTOR 29 PART-2 HUDA PANIPAT-132103 HARYANA ,123,100.0,94.25287356321839,97.50124937531234,No
112.0,VN,A PLUS SCREWS INC,NO 3 ALLEY 85 HSINSHENG LANE JHONG JHENG ROAD SINJHUANG DIST NEW TAIPEI CITY TAIWAN ,124,100.0,79.64601769911505,91.15044247787611,No
112.0,VN,A PLUS SCREWS INC,NO 3 ALLEY 85 HSINSHENG LANE JHONGJHENG RD SINJHUANG DIST ,124,100.0,79.64601769911505,91.15044247787611,No
,TW,A POWER INST INC,1F NO 56 SEC 2 ZHONGSHAN RD WURI DIST ,-1,,,,
,KR,A PRO CO LTD, A-PRO TECHNOPIA B D 60 LS-RO 115BE ON-GIL GUNPO-SI GYEONGGI-DO KOREA 15809LEE HYE RAN HRLEE APROELE ,-1,,,,
,TW,A PRO TECH CO LTD, NO 16 YOW 9TH ROAD TAICHUNG COUNTY TACHIA TOWN 43769 TW ,-1,,,,
,TW,A PRODUCT LTD,FLAT B 6/F TEDA BUILDING 87 WING LOK STREET SHEUNG WAN HONG KONG ,-1,,,,
,DE,A R ARMATUREN GMBH,ALTENHAGENER STRASSE 4A 32107 BAD SALZUFLEN GERMANY ,-1,,,,
,PK,A R ENTERPRISES, PLOT NO D-227/B S I T E KARACHI PAKISTAN ,-1,,,,
,IN,A R INTERNATIONAL,EWS-5 POKHARPUR JAJMAU ,-1,,,,
,IN,A R INTERNATIONAL V,1814 STREET NO 5 VIJAY PARK MOUJPUR DELHI 110053 INDIA DELHI 110053 IN,-1,,,,
,CN,A R MEDICOM INC SHANGHAI CO LTD, 290-302 XIANGCHE ROAD SONGJIANG DISTRICT ,-1,,,,
,SG,A R R DISMATICS LTD,3 NOP MADRASABAZAR ROAD MATUAIL JATRA BARI DHAKA BD ,-1,,,,
,IN,A R STANCHEM PVT LTD, 4 CHOWRINGHEE LANE DIAMOND CHAMBER BLOCK 2 6TH FLOOR KOLKATA 700 016 INDIA PH: +91 33 4016 666 ,-1,,,,
,CN,A RAYMOND AUTOMOTIVE FASTENERS ZHE DING MAO DEVELOPING ZONEJING QI, ROAD159# ,-1,,,,
,TR,A RAYMOND BAGLANTI ELEMANLARI,TAYSAD OSB 1 CD 14 SK NO:9 GEBZE 41400 KOCAELI TR ,125,94.33962264150944,64.86486486486487,81.52451056470747,No
113.0,TR,A RAYMOND BAGLANTI ELEMANLARI SAN,TOSB ORG SAN BOL 1 CAD 14 SOKAK NO:9 ,-1,,,,
113.0,TR,A RAYMOND BAGLANTI ELEMANLARI SAN,TOSB OSB 1 CADDE 14 SOKAK NO:9 CAYIKOCAELI 41 TURKIYE ,125,94.33962264150944,64.86486486486487,81.52451056470747,No
115.0,BR,A RAYMOND BRASIL LTDA, AVENIDA COMENDADOR JOAO LUCAS 555 CNPJ: 01 144 384/0001-89 ,126,100.0,62.33766233766234,83.62507058159233,No
115.0,DO,A RAYMOND BRASIL LTDA, AV COMENDADOR JOAO LUCAS 555 DIST ,126,100.0,62.33766233766234,83.62507058159233,No
116.0,BE,A RAYMOND GMBH & CO,KG TEICHSTR 57 ,127,95.65217391304348,63.1578947368421,81.52422644512986,No
