Group,Country,Shipper Name,Shipper Address 
108,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI CHONBURI 20230 TH 
108,TH,A PLA HIGHTECH CO LTD, 216/41 M 6 BUNG SRIRACHA CHONBURI 20230 THAILAND CHONBURI 20230 TH 
,GB,A PLACE IN THE GARDEN LTD,AVERYS BOLNEY ROAD COWFOLD 
109,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR SANGKAT CHOAMCH AO KHAN POSENCHEY PHNOM PENH CAM BODIA 855 
109,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR SANGKAT CHOAM CH KHAN PORSENCHEY PHNOM PENH KINGDOM 
109,KH,A PLUS A SHOES CAMBODIA CO LTD, PHUM TRAPIANG POR KHAN POSENCHEY KH 
,IT,A PLUS AUTOMATION SRL, VIA SELVA 23 25 FORLI 47122 IT 
,CN,A PLUS BOTTLE CO LTD, 81 ZHENNAN ROAD YINZHOU DISTRICT NINGBO CN 
,NO,A PLUS CO LTD, WARD 2 BINH THACH HAMLET BINH HOA COMMUNE VINH CUU DIST 
110,SG,A PLUS INDUSTRIES LTD,PLOT NO-28 SECTION-7 MIRPUR DHAKA-1216 BANGLADESH 
110,BD,A PLUS INDUSTRIES LTD, PLOT NO 28 SECTION NO 07 MIRPUR DHAKA 1216 BD 
111,IN,A PLUS OVERSEAS PLOT, NO 361 AND 362 SECTOR 29 PART-2 HUDA PANIPAT-132103 HARYANA INDIA 
111,IN,A PLUS OVERSEAS PLOT, NO 361 AND 362 SECTOR 29 PART-2 HUDA PANIPAT-132103 HARYANA 
112,VN,A PLUS SCREWS INC,NO 3 ALLEY 85 HSINSHENG LANE JHONG JHENG ROAD SINJHUANG DIST NEW TAIPEI CITY TAIWAN 
112,VN,A PLUS SCREWS INC,NO 3 ALLEY 85 HSINSHENG LANE JHONGJHENG RD SINJHUANG DIST 
,TW,A POWER INST INC,1F NO 56 SEC 2 ZHONGSHAN RD WURI DIST 
,KR,A PRO CO LTD, A-PRO TECHNOPIA B D 60 LS-RO 115BE ON-GIL GUNPO-SI GYEONGGI-DO KOREA 15809LEE HYE RAN HRLEE APROELE 
,TW,A PRO TECH CO LTD, NO 16 YOW 9TH ROAD TAICHUNG COUNTY TACHIA TOWN 43769 TW 
,TW,A PRODUCT LTD,FLAT B 6/F TEDA BUILDING 87 WING LOK STREET SHEUNG WAN HONG KONG 
,DE,A R ARMATUREN GMBH,ALTENHAGENER STRASSE 4A 32107 BAD SALZUFLEN GERMANY 
,PK,A R ENTERPRISES, PLOT NO D-227/B S I T E KARACHI PAKISTAN 
,IN,A R INTERNATIONAL,EWS-5 POKHARPUR JAJMAU 
,IN,A R INTERNATIONAL V,1814 STREET NO 5 VIJAY PARK MOUJPUR DELHI 110053 INDIA DELHI 110053 IN
,CN,A R MEDICOM INC SHANGHAI CO LTD, 290-302 XIANGCHE ROAD SONGJIANG DISTRICT 
,SG,A R R DISMATICS LTD,3 NOP MADRASABAZAR ROAD MATUAIL JATRA BARI DHAKA BD 
,IN,A R STANCHEM PVT LTD, 4 CHOWRINGHEE LANE DIAMOND CHAMBER BLOCK 2 6TH FLOOR KOLKATA 700 016 INDIA PH: +91 33 4016 666 
,CN,A RAYMOND AUTOMOTIVE FASTENERS ZHE DING MAO DEVELOPING ZONEJING QI, ROAD159# 
,TR,A RAYMOND BAGLANTI ELEMANLARI,TAYSAD OSB 1 CD 14 SK NO:9 GEBZE 41400 KOCAELI TR 
113,TR,A RAYMOND BAGLANTI ELEMANLARI SAN,TOSB ORG SAN BOL 1 CAD 14 SOKAK NO:9 
113,TR,A RAYMOND BAGLANTI ELEMANLARI SAN,TOSB OSB 1 CADDE 14 SOKAK NO:9 CAYIKOCAELI 41 TURKIYE 
115,BR,A RAYMOND BRASIL LTDA, AVENIDA COMENDADOR JOAO LUCAS 555 CNPJ: 01 144 384/0001-89 
115,DO,A RAYMOND BRASIL LTDA, AV COMENDADOR JOAO LUCAS 555 DIST 
116,BE,A RAYMOND GMBH & CO,KG TEICHSTR 57 
117,DE,A RAYMOND GMBH & CO,KG HEGENHEIMER STR 22 WEIL AM RHEIN 79576 DE 
116,DE,A RAYMOND GMBH & CO,KG TEICHSTR 57 LOERRACH 79539 DE 
117,DE,A RAYMOND GMBH CO,KG HEGENHEIMER STRA E 22 WEIL AM RHEIN DE 
116,DE,A RAYMOND GMBH CO,KG TEICHSTRASSE 57 79539 LORRACH 
116,DE,A RAYMOND GMBH CO,KG TEICHSTRASSE 57 LOERRACH DE 
,JP,A RAYMOND JAPAN CO LTD, 86-8 SOYA HADANO-SHI KANAGAWA 259-1146 JP 
,ES,A RAYMOND TECNIACERO S A,U CTRA DE MANRESA A BERGA KM 0 5 SANT FRUITOS DE BAGES 
118,CN,A RIGHTEOUS HERO MAOQIAO LONGSHUN KNITTING 4TH,FLOOR 
118,CN,A RIGHTEOUS HERO MAOQIAO LONGSHUN KNITTING 4TH,FLOOR R 
,ZA,A RO USA U C O AFRICAN WILDLIFE,POB 80057 NAMIBIA 9000 SO 
119,IN,A S INTERNATIONAL,112/1 U B BENAJHABAR 
119,IN,A S INTERNATIONAL,112 1-B BENAJHABAR ADJACENT TO KUSHI MEDICAL STORE KANPUR 208002 IN 
,DE,A S S AUTOMATED SEWING SYSTEMS,AM BEETACKER 3 
,IN,A S TRADERS,132 KOTLA DWARA SARAI TAREEN SAMBHAL 
,PK,A S TRADERS ARIFSHAHEED, ROAD WAZIRBAD DISTT GUJRANWALA PAKISTAN TEL: 021-111-111-550 
,CN,A S V INTERNATIONAL LTD,1506 CBD CENTRAL PLAZA 365 MIDDLE CHANGJIANG RD HEFEI ANHUI CHINA TEL:0086 551 65226016 
120,TH,A S WORLD TRADE CO LTD, 209/16 MOO 2 PHRAEKSA MAI MUEANG SAMUTPRAKARN SAMUTPRAKARN 10280 THAILAND 
120,TH,A S WORLD TRADE CO LTD, 209-16 MOO 2 PHRAEKSA MAI MUEANG SAMUTPRAKARN SAMUTPRAKARN 10280 THAILAND SAMUTPRAKARN 10280 TH 
,GB,A SAFE UK LTD,HABERGHAM WORKS AINLEYS INDUSTRIAL ESTATE ELLAND HX5 9JP GB 
,KR,A SAN TIMBER CO LTD, 18 SAENGNIM-DAERO 669BEON-GIL SAEN GNIM-MYEON GIMHAE-SI GYEONGSANGNAM DO KOREA 
121,DE,A SCHUETH GMBH,VOGELBERGSTR 22 SCHOTTEN VOGELSB ERG HESSEN GERMANY TELEX: 63679 
121,DE,A SCHUETH GMBH,VOGELBERGSTR 22 SCHOTTEN VOGELSB ERG HESSEN GERMANY TELEX: 
,MX,A SCHULMAN DE MEXICO S A DE C V, AVENIDA C F E 730 ZONA INDUSTRIAL MEXICO CITY 0000 MX 
122,TW,A SHA FOODS ENTERPRISE CO LTD, NO 15 HUANGONG RD YONGKANG DIST TAINAN CITY 710 TAIWAN R O C 
122,TW,A SHA FOODS ENTERPRISE CO LTD, NO 15 HUANGONG RD YONGKANG DIST TAINAN TAIWAN 71041 
,CN,A SLANTING FLOWER,LIU SHA ZHEN ZHAO CUO LIAO YUE JIN MEN PUNING CITY JIEYANG CITY GUANG DONG 
,CN,A SMART LIMITED, ROOM A2 11/F JUMBO INDUSTRIAL BLD 189 WAI YIP STREET KWUN TONG HONG KONG 
,CN,A SMART LTD,189 WAI YIP STREET KWUN TONG 
,DE,A SPINDELBERGER FAHRZEUGTECHNIK GM,BH PAUL-HEIDELBACH-STR 11 EDERMUENDE 34295 DE 
,BE,A SPINDELBERGER FAHRZEUGTECHNIK GM PAUL HEIDELBACH, STR 11 34295 EDERMUENDE GERMANY 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD ZHONGSHAN DIST TAIPEI CITY 10477 TAIWAN R O C 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD ZHONGSHAN DIST 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD ZHONGSHAN DIST TAIPEI 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5 F NO 147 SEC 2 JIANGUO N R D ZHONGSHAN DIST 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5 F NO 147 SEC 2 JIANGUO N RD ZHONGSHAN DIST TAIPEI CITY 104476 TAIWAN R O C TAPERA 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD ZHONGSHAN DIST TAIPEI CITY 
123,TW,A STAINLESS INTERNATIONAL CO LTD, 5F NO 147 SEC 2 JIANGUO N RD TAIPEI CITY 104 TAIWAN R O C 
124,VN,A STRIKER ENTERPRISE CO LTD, 25F-2 NO 97 SEC 1 XINTAI 5TH R D NEW TAIPEI CITY 221 TW 
124,VN,A STRIKER ENTERPRISE CO LTD, 25F-2 NO 97 SEC 1 XINTAI 5TH RD XIZHI DIST NEW TAIPEI CITY 22175 TAIWAN 
124,VN,A STRIKER ENTERPRISE CO LTD, 25F-2 NO 97 SEC 1 XINTAI 5TH R D XIZHI DIST 
,KR,A SUNG CLEAN FLOW TECH CO LTD, 4F ASUNG BLDG 544 GYEONGIN-RO GURO-GU 
,CN,A SWIFT AND SWIFT RUNNER,21 HEBIN WEST ROAD QILING COMMUNITY Y SHILING TOWN
,CN,A SWIFT AND SWIFT RUNNER,21 HEBIN WEST ROAD QILING COMMUNITY
,TH,A T E Q THAILAND CO LTD, 903-47 RAMA 3 RD SOI 49 BANGPON BANGKOK10120 TH 
,IT,A T EUROPE SPA,VIA SOLFERINO 27 CP 7/8 46043 CASTIGLIONE DELLE STIVIERE MN 
,IN,A T EXPORT AGRA BODLA BICHPURI, ROAD KALWARI POST OFFICE SHAHGANJ AGRA UTTAR PRADESH 282010 UP IN 
,IT,A T G SRIL,VIA DEI FALEGNAMI 2/A 
,CN,A T P INDUSTRIES, RM 703 KOWLOON BLDG 555 NATHAN ROAD KOWLOON HK 
,IT,A T P S P A,VIA AUSTRIA 12 
,IT,A T S ELETTRONICA SRL, LOCALITA ARCELLA ZONA INDUSTRIALE 
,SA,A T S HEAVY EQUIPMENT,C O AEROSPACE TECHNICAL SERVICE DUBAI - AE 
,IN,A TO Z INDUSTRIES DELHI, ROAD LAKRI FAZALPUR MORADABAD UP 244001 IN 
,CN,A TON ACOUSTIC CO LTD, 6F-1 NO 660 BADE RD SEC 4 
,KR,A TOP CO LTD, 19-3 DALWOL-GIL SIHEUNG-SI GYEONGGI-DO 15006 KOREA TEL NO 0082 31-3 183390 
,KR,A TOP CO LTD, DALWOL-GIL 19-3 WOLGOT-DONG SIHEUNG-SI GYEONGGI-DO 429-832 KOREA BUSAN KOREA KR 
125,CN,A TORCHMOULD LIMITED, NO 5 CHANGLE ROAD 2ND SANGYUAN INDUDONGGUAN 44 523119 CHINA 
125,CN,A TORCHMOULD LIMITED, NO 5 CHANGLE ROAD 2ND SANGYUAN IND USTRIAL PARK DONGCHENG STREET DONG GUAN CITY CHINA 523119 
,IN,A TOSH ISHIMITSU BEVERAGES INDIA GODOWN, NO 1 DOOR NUMBER 2/627-4 ATOSH CAMPUS SOKKANUR RD VADAPUDHUR 
,IN,A TOSH ISHIMITSU BEVERAGES INDIA PR GODOWN NO1 DOOR, NO 2/627-4 ATOSH CAMPUS SOKKANUR RD VAD 
,CA,A TROTMAN,21 MT OLIVE DR 
126,PK,A U TEXTILE PLOT, NO 372 SHAH BAIG GOBAL TOWN FEDERAL B AREA 
126,PK,A U TEXTILE PLOT, NO 372 SHAH BAIG GOBOL TOWN FEDERAL B AREA KARACHI KARACHI PAKISTAN KARACHI PK 
,IL,A UNIVERS TRANSIT LTD,15 HADARIM ST ASHDOD 77140 ISRAEL 
,IL,A UNIVERSE TRANSIT,HAHADARIM STREET 2 INDUSTRIAL ZONE ASHDOD ISRAEL 
,TR,A V O D KURUTULMUS GIDA VE TARIM,URUNLERI SAN TIC A S YILDIRIM MAH 35 SK NO:62/1 MENEMEN-IZMIR / TURKEY 
,PT,A V O D KURUTULMUS GIDA VE TARIM U,YILDIRIM MAH 35 SOKAK NO:62 MENEME IZMIR 35 35060 TURKIYE 
,SG,A V THOMAS LEATHER & ALLIED PRODUC, NO 16/1 CHAKRAPANI ROAD GUINDY 
127,IN,A V THOMAS LEATHER & ALLIED PRODUC PVT LTD, NO 12 RACE COURSE ROAD GUINDY TAMIL NADU 
127,IN,A V THOMAS LEATHER & ALLIED PRODUC PVT LTD, 12 RACE COURSE ROAD GUINDY 
127,IN,A V THOMAS LEATHER & ALLIED PRODUCT PVT LTD, 12 RACE COURSE ROAD GUINDY 
127,IN,A V THOMAS LEATHER & ALLIED PRODUCT S, NO 12 RACE COURSE ROAD GUINDY CHENNAI -600032 TAMILNADU 
128,IN,A V THOMAS LEATHER & ALLIED PRODUCTS PVT LTD, NO III BLOCK 1 4 SPE ECONOMIC ZONE MEPZ TAMBARAM 
128,SG,A V THOMAS LEATHER & ALLIED SD PHASE III,BLOCK 1-4 SEZ MEPZ TAMBARAM 
128,IN,A V THOMAS LEATHER & ALLIED SDF PHASE,BLOCK 1-14 SEZ MEPZ TAMBARAM CHENANI 
127,IN,A V THOMAS LEATHER ALLIED PRODUCT S, NO 12 RACE COURSE ROAD GUINDY CHENNAI -600032 TAMILNADU 
,VN,A V W VIETNAM LTD,ROUP 3 - CHAU THANH - BEN TRE VIE 
,NL,A VAN DE GROEP & ZONEN BV,HARINGWEG 27 SPAKENBURG 3751 NETHERLANDS 
,IN,A W FABER CASTELL INDIA PVT LTD, 8TH FLOOR 801 KAMALA EXECUTIVE PA RK M V ROAD J B NAGAR 
,BR,A W FABER CASTELL S A,R CEL JOSE A DE OLIV SALLES 1876 1876 SAO CARLOS - SP 13570-820 BR 
,DE,A W FABER CASTELL VERTRIEB GMBH,NUERNBERGER STRASSE 2 STEIN 90547 DE 
129,YU,A WINES SPAIN&PORTUGAL S L,CALLE BUESO PINEDA 23 MADRID 28043 ES 
129,ES,A WINES SPAIN&PORTUGAL S L,CALLE BUESO PINEDA 23 MADRID 28043 ES 
,DK,A WINTHER A/S,RYGESMINDEVEJ 2 
,CN,A XIAN NA INDUSTRIAL SHANGHAI CO LTD, ROOM 112C 101 BAOLIN EIGHT VILLAGE BAOSHAN DISTRICT SHANGHAI 
,PA,A Y S EXPORTADORES SA,UJARRAS 100 MTS ESTE DE AGRO UJARRAS CARTAGO COSTA RICA COS 
130,GT,A Y Z TIERRA BUENA,1 2 KM NORTE DEL EBAIS DE CHACHAGUACALLE BARRANTES SAN RAMON CR 
130,DO,A Y Z TIERRA BUENA SA,1KM NORTE DEL EBAIS DE CHACHAGUA Y 500 ESTE CHACHAGUA PENAS BLANCAS ALAJUELA COSTA RICA COS 
130,CR,A Y Z TIERRA BUENA SA,1KM NORTE DEL EBAIS DE CHACHAGUA Y 500 ESTE CHACHAGUA PENAS BLANCAS 
130,PA,A Y Z TIERRA BUENA SA,1KM NORTE DEL EBAIS DE CHACHAGUA Y 500 ESTE CHACHAGUA PENAS BLANCAS ALAJUELA COSTA RICA COS 
,CN,A YES IMPORT CO LTD, ROOM 702 7TH FLOOR BEAUTIFUL GROU P TOWER NO 77 CONNAUGHT ROAD CENTR AL HONG KONG 999077 
131,SG,A Z APPARELS,295/JA/4/A RAYER BAZAR 
131,LK,A Z APPARELS,295/JA/4/A RAYER BAZAR 
,DE,A Z FORMEN UND MASCHINENBAU GMBH,BAHNHOFSTR 6 RUNDING 93486 DE 
,TW,A&A LIEN ENTERPRISE CO LTD, 12F NO 82 SEC 2 WEN-HUA ROAD PAN-CHIAO 
,MA,A&A MANAGEMENT DUBAI SILICON OASIS DDP,BUILDING A2 +971 056 7577 431 INFOAAFZCO COM 
,DO,A&C DOMINICANA S R L, CALLE JUAN JOSE DUARTE #73 SANTO DOMINGO DOMINICAN REPUBLIC 
,KR,A&D CO LTD,A&D KOREA LIMITED SEOUL KOREA ON BEHALF OF A&D COMPANY LIMITED TOKYO JAPAN
,CN,A&D FASTENERS MANUFACTWING LTD,NANBIANTOU INDUSTRIAL PARK NO 1 TIANYANG ERLU SONGGANG DISTRICT BAO AN SHENZHEN CN 
132,VN,A&D VIETNAM LIMITED, NO 28 STR 5 VSIP BN INTEGRATED TOWNSHIP AND IP PHU CHAN 
132,VN,A&D VIETNAM LIMITED, NO 28 STREET 5 VSIP BAC NINH IT AND IP PHU CHAN COMMUNE 
132,VN,A&D VIETNAM LIMITED, NO 28 STREET 5 VSIP BN IT AND IP PHU CHAN COMMUNE 
132,VN,A&D VIETNAM LIMITED, NO 28 STREET 5 VSIP BAC NINH IT AND IP PHU CHAN 
132,VN,A&D VIETNAM LIMITED, NO 28 STREET 5 VSIP BACNINH IT AND IP PHU CHAN 
,PL,A&E CLOTHING POLSKA SP Z O O,POGODNA 36 20-377 LUBLIN TIN: 9462693309 
,CN,A&E HENGMEI SPINNING CO LTD, NO 69 WEST XINHUA ROAD HENGSHUI H EBEI CN 
,IT,A&G 23 SRL, VIALE G DA VERRAZZANO 7 MARINA DI CARRARA 54033 IT 
133,CN,A&G TRADE AND SERVICE CO LTD, ROOM 603E 6F HANG PONT COMMERCIAL BUILDING 31 TONKIN STREET CHEUNG SHA WAN KOWLOON HK 
133,CN,A&G TRADE AND SERVICE CO LTD, ROOM 603E 6F HANG PONT COMMERCIAL BUILDING 31 TONKIN STREET CHEUNG S HA WAN KOWLOON HONGKONG HK 
134,CN,A&H DESIGN GROUP LTD, SUITE 608 TOWER ONE HARBOUR CENTR 1HOK CHEUNG STREET HUNGHOM KOWLOO HONGKONG CN 
134,CN,A&H DESIGN GROUP LTD, SUITE 608 TOWER ONE HARBOUR CENTRE 1 HOK CHEUNG STREET KOWLOON HONG KONG HONGKONG 999077 CN 
134,CN,A&H DESIGN GROUP LTD, SUITE 608 TOWER 1 HARBOUR CENTRE 1 HOK CHEUNG STREET HUNG HOM 
134,CN,A&H DESIGN GROUP LTD, SUITE 608 TOWER 1 HARBOUR CENTRE 1 HOK CHEUNG STREET KOWLOON HK 
134,CN,A&H DESIGN GROUP LTD, SUITE 608 TOWER ONE HARBOUR CENTR 1 HOK CHEUNG STREET HUNG HOM KLN HONG KONG 
,CN,A&H GLOBAL LIMITED, UNIT 3-5 17/F THE LONG BEACH COMMERCIAL PODIUM NO 8 HOI FAI RD 
,CN,A&H INTERNATIONAL COSMETICS, NO 1298 JU TING RD FENGXIAN SHANGHAI CN 
,CN,A&H INTERNATIONAL COSMETICS CO LTD, NO 338 ZHUANGWU ROAD ZHUANGHANG TOWN FENGXIAN DISTRICT 
,CN,A&H QINGDAO LTD DONGGUAN BRANCH, ROOM 105 BUILDING 7 NO 8 NORTH-SOUTH AVENUE WEIYUAN HUMEN 
,VN,A&J VIETNAM CO LTD, LOT NO47-10 N16STREET PHUOCDONG IP PHUOC DONG COMMUNE GO DAU DIST 
,DE,A&K AUTOTEILE GMBH,INDUSTRIESTRASSE 1 WEILBURG 35781 WEI DE 
,KR,A&K FAMILY CO LTD, 262 42 SINCHON 4-RO DONGNAM-GU CH EONAN-SI CHUNGCHEONGNAM-DO KOREA R OK 31176 TEL 82-41-577- 
,CN,A&K GLOBAL CO LTD, UNIT A & B 10/F CITIC TOWER NO 1 TIM MAE ROAD C ONG KONG HK 
135,VN,A&M,LOT P15 N1 ST NAM TAN UYEN EXTENDED INDUSTRIAL PARK UYEN HUNG 
135,VN,A&M,P15 N1 ST NAM TAN UYEN EXTENDED IP UYEN HUNG WARD TAN UYEN CITY 
,BE,A&M MACHINERY BV,INDUSTRIESTRAAT 23 
,CN,A&M POLYMER TECHNICS CO LTD, NO EAST OF TAIGU ROAD LILI TOWN SUZHOU JS CHINA 
,KR,A&P CREBIZ CO LTD, 563 NEUNGHEODAE-RO NAMDONG-GU INCHON KOREA 
,NI,A&T NICARAGUA S A,COYOTEPE 800 MTS AL NORTE CARRET MASAYA TIPITAPA MASAYA NICARAGUA NIC 
136,CN,A&U GROUP,LIMITED BLOCK C 23/F LOCKHART ROAD 315-321 LOCKHART ROAD WAN CHAI HONG KONG 
136,CN,A&U GROUP,LIMITED BLOCK C 23/F LOCKHART ROAD 315-3 21 LOCKHART ROAD WAN CHAI HONG KO NG 
,PK,A&Y FOOD INDUSTRIES PVT LTD, PLOT # 1 SECTOR A/3 KARACHI EXPORT PROCESSING ZONE LANDHI KARACHI 75150 PAKISTAN 
,DE,A/S P K JEPPESEN OG SOEN,KORNBUEN 2 
,IT,A1 ARREDAMENTI S R L, VIA GIOVANNI SANTI 18 / 12 
,CA,A1 ECONOMIC TIRES INC,2965 ISLINGTON AVENUE APT 16 
,CA,A1 ECONOMIC TIRES INC,10575 BOUL SAINTE GERTRUDE 
,CA,A1 GLOBAL CONTAINER SHIPPING INC,2727 STEELES AVE WEST SUITE 100 TORONTO ON CANADA POSTAL CODE: M3J 3G9 PHONE: 416-400-40-72 ++ 
137,PH,A1 GLOBAL LOGISTICS,8414 DR ARCADIO SANTOS AVENUE SUCAT PARANAQUE 1700 PHILIPPINES EMAIL FAYEA1GLOBAL-LOGISTICS COM 
138,PH,A1 GLOBAL LOGISTICS,AS AGENT OF VILLALTA SALAMANCA KRIZTOFER BLK LOT 14-15 VIRGO ST FELIZANA SUBD IMUS CAVITE PHILIPINES PHONE 6328758423 
137,PH,A1 GLOBAL LOGISTICS,8414 DR ARCADIO SANTOS AVENUE SUCAT PARANAQUE 1700 PHILIPPINES 
138,PH,A1 GLOBAL LOGISTICS,AS AGENT OF STEPHEN LESNIAK BLK LOT 14-15 VIRGO ST FELIZANA SUBD IMUS CAVITE PHILIPINES PHONE 6328758423 
,KR,A1 GOLF,251 SEOKSEONG-RO GIHEUNG-GU YONGIN-SI GYEONGGI-DO KR 
,MX,A1 S A DE C V, -2498 EMAIL DARINKA VENTASMULTISENAL COM MX NUBES NO 252 COL JARDINES DEL PEDREGAL ALCALDIA 
,IN,A1 TEXT PVT LTD, OFF NO 21 COMMERCIAL BLDG NO 2 32/1CHAKALA CTS NO 211 & 212 A K ROAD 
,DE,A123 SYSTEMS S R O,NA ROVINCE 918 
,IN,A1PRIME NUTRITIONS PVT LTD, 114 1ST FLR TARAMANDAL COMPLEX 5-9-13 SAIFABAD 
139,EE,A2 DISAIN OU,PLASTI MAO KULA PAIDE VALD 75751 JARVAMAA ESTONIA 
139,EE,A2 DISAIN OU,PLASTI MAO KULA PAIDE 75751 JARVAMAA ESTONIA 
,TW,A2A MANUFACTURING CO LTD, 53 YONG-AN STREET 
,DE,A2S EINRICHTUNGSSYSTEME GMBH,ADAM STEGNER STRASSE 19 96342 STOCKHEIM GERMANY 
,IN,A2Z FILTRATION SPECIALITIES PRIVATE,PLOT NUMBER 175-176 PHASE I SECTOR 3 INDUSTRIAL ESTATE GROWTH CENRE DISTRICT REWARI 
,IN,A2Z FILTRATION SPECIALITIES PVT LTD, 175 PHASE-I BAWAL 123501 IN 
,IN,A2Z FILTRATION SPECIALITIES PVT LTD, D-1 INFOCITY PHASE-II SEC-33 GURUGRAM - 122001 HARYANA INDIA 
,PH,A2Z LOGISTICS INC,LOT 3281 E PHASE 6A LAGUNA TECHNO PARK SPECIAL ZONE BINAN LAGUNA PH 
140,ES,A3 LOGISTICS1994 S L,EDIFICIO AVANT CALLE SELVA 12 2A 08820 EL PRAT DE LLOBREGAT BARCELONA -SPAIN 
140,ES,A3 LOGISTICS1994 SL,EDIFICIO AVANT CALLE SELVA 12 2 PLANTA EL PRAT DE LLOBREGAT BARCELONA 
,BR,A5 EXPORT SPA,RUT: 76 860 657-9 AMERICO VESPUCIO NORTE 2700 OFICINA701 VITACURA SANTIAGO CHILE 
,BR,A5 EXPORT SPA AV AMERICO VESPUCIO,#2700 DEPTO 701VITACURA RM CHILE
,BR,A5 EXPORT SPA CERRO EL PLOMO,5420 SANTIAGO RM 755000 CHILE
141,CL,A5 EXPORT SPA RUT,76 860 657-9 AMERICO VESPUCIO NORTE 2700 OFICINA701 VITACURA SANTIAGO CHILE ATTN : PABLO SERRANO PINCETIC EMAIL: PABLOS@A5EXPORT CL 
141,CL,A5 EXPORT SPARUT,76 860 657-9 AMERICO VESPUCIO NORTE 2700 OFICINA701 VITACURA SANTIAGO CHILE ATTN : PABLO SERRANO PINCETIC EMAIL: PABLOS@A5EXPORT CL 
,RO,A51 SNC,VIA DELLA SCAFA 19 FIUMICINO 00054 IT 
,TR,A7 DI TCARET A,ORGANZE SANAY BLGES 1 KISIM 1 CADDE NO17 DOSEMEALTI 
,TR,A7 DIS TIC A S,ORGANIZE SAN BOLGESI 1 CAD NO:17 DOSEMEALTI 
,CN,AA 1218 CO LTD, FLAT 7B PROSPECT MANSION 66-72 PA TERSON STREET CAUSEWAY BAY 
,CR,AA ALLIANZ MOVING CR S A,SAN DIEGO TRES RIOS CARTAGO COSTA RICA CEDULA JURIDICA 3-101-703582 506-4010-1015 
,ZA,AA BADENHORST WINES,1 EVERGREEN LANE
142,AU,AA COMPANY PTY LTD, LEVEL 1 GASWORKS PLAZA 76 SKYRING TERRACE NEWSTEAD QLD 4006 
142,AU,AA COMPANY PTY LTD, LEVEL 1 TOWER A GASWORKS PLAZA 76 SKYRING TERRACE NEWSTEAD QLD 4006 
142,AU,AA COMPANY PTY LTD, LEVEL 1 TOWER A GASWORKS PLAZA 76 SKYRING TERRACE NEWSTEAD QLD 
143,JP,AA JAPAN PVT LTD, 1-28-21 2F HAYABUCHI TSUZUKI-KU YOKOHAMA KANAGAWA 224-0025 JAPAN JP YOKOHAMA 224-0025 
143,JP,AA JAPAN PVT LTD, 1 28 21 HAYABUCHI TSUZUKI KU 
143,JP,AA JAPAN PVT LTD, 1-28-21 2F HAYABUCHI TSUZUKI-KU YOKOHAMA KANAGAWA 224-0025 JAPAN JP YOKOHAMA224-0025 
143,JP,AA JAPAN PVT LTD, 1-28-21 HAYABUCHI TSUZUKI-KU YOKOHAMA-SHI 14 224-002 
,IN,AA LABELS PRIVATE LIMITED, I 64 KASNA INDUSTRIAL AREA SITE V GREATER NOIDA U P 
,CN,AA MILLS,1150 EVEREE INN ROAD GRIFFIN GA UNITED STATES
,IT,AA SRL, VIA GIOVANNI DA PROCIDA 3 PAGANO 
144,VN,AA TAY NINH CORP,GROUP 1 BUNG BINH HAMLET HUNG TH TAY NINH VIETNAM 
144,VN,AA TAY NINH CORP,GROUP 1 BUNG BINH HAMLET HUNG TH TAY NINH TAY NINH VIETNAM 
144,VN,AA TAY NINH CORP,GROUP 1 BUNG BINH HAMLET HUNG TH TRANG BANG 37 VIET NAM 
145,VN,AA TAY NINH CORP,OOCL LOGISTICS VIETNAM CO LTD O/B AA TAY NINH CORPORATION GROUP 1 BUNG BINH HAMLET HUNG THUA N COMMUNE TAY NINH 73000 VN
145,VN,AA TAY NINH CORP,OOCL LOGISTICS VIETNAM CO LTD O/B AA TAY NINH CORPORATION GROUP 1 BUNG BINH HAMLET HUNG THUA N COMMUNE TAY NINH 84000 VN
145,VN,AA TAY NINH CORP,OOCL LOGISTICS VIETNAM CO LTD O/B AA TAY NINH CORPORATION GROUP 1 BUNG BINH HAMLET HUNG THU AN COMMUNE TAY NINH 84000 VN
,VN,AA TAY NINH CORP,ADD GROUP 1 BUNG BINH HAMLET HUNG THUAN COMMUNE TRANG BANG DISTRICT TAY NINH PROVINCE VIET NAM 
146,CN,AAA LINE INTERNATIONAL CHINA CORP,ROOM 15B NO 985 DONGFANG ROADPUDONGNEW DISTRICT SHANGHAI CN 
